product_id,category_id,unit_of_measure,unit_cost_rwf,selling_price_rwf,product_status,reorder_point_units,lead_time_buffer_days,movement_type,quantity_ordered_units,quantity_fulfilled_units,remaining_stock_units,order_id,customer_id,region,lost_sale_qty_units,po_id,supplier_id,transaction_date,landed_cost_rwf
HUB-ROC-509,Pesticides,Bottle (1L/500ml),8498,10574,sold,960,29,Sale,32,32,17736,e8e32a98,AGRO-DEALER-135,Huye,0,PO-INTL-59178,Yalla Yalla Ltd,4/24/2025 11:00,11047
HUB-DAP-947,Fertilizers,Bag (50kg),12164,15181,available,1098,39,Purchase,0,0,15199,ac9609b2,AGRO-DEALER-38,Rubavu,0,PO-INTL-13225,Agrotech,4/24/2025 15:00,15813
HUB-CYP-413,Pesticides,Bottle (1L/500ml),30331,38295,sold,531,9,Sale,80,80,11067,65d901c8,AGRO-DEALER-31,Musanze,0,PO-INTL-13114,Agrotech,4/24/2025 22:00,39430
HUB-NPK-225,Fertilizers,Bag (50kg),30426,37697,sold,1455,42,Sale,39,39,10269,d75e6a99,AGRO-DEALER-97,Musanze,0,PO-INTL-95998,Yalla Yalla Ltd,4/25/2025 2:00,39554
HUB-ROC-738,Pesticides,Bottle (1L/500ml),33507,40151,sold,791,8,Sale,67,67,17669,eb1de2c5,AGRO-DEALER-114,Rubavu,0,PO-INTL-25630,ETG Rwanda,4/25/2025 13:00,43559
HUB-DIT-140,Pesticides,Bottle (1L/500ml),17644,20536,sold,928,44,Sale,52,52,14640,2638ef74,AGRO-DEALER-88,Gasabo,0,PO-INTL-41376,Bakhresa Group,4/25/2025 23:00,22937
HUB-NPK-216,Fertilizers,Bag (50kg),20891,25307,available,1317,23,Purchase,0,0,12129,129d1fad,AGRO-DEALER-112,Musanze,0,PO-INTL-93658,ETG Rwanda,4/26/2025 1:00,27158
HUB-URE-200,Fertilizers,Bag (50kg),16295,19069,available,1056,26,Purchase,0,0,11020,4419f5df,AGRO-DEALER-82,Gasabo,0,PO-INTL-61272,Yalla Yalla Ltd,4/26/2025 8:00,21184
HUB-NPK-178,Fertilizers,Bag (50kg),43082,57492,sold,654,19,Sale,18,18,12111,d70bec66,AGRO-DEALER-15,Huye,0,PO-INTL-92916,Agrotech,4/26/2025 12:00,56007
HUB-DIT-579,Pesticides,Bottle (1L/500ml),24495,32403,sold,1192,24,Sale,58,58,14582,92fcf31b,AGRO-DEALER-131,Musanze,0,PO-INTL-73456,Yalla Yalla Ltd,4/26/2025 16:00,31844
HUB-ROC-454,Pesticides,Bottle (1L/500ml),22234,27304,sold,1211,32,Sale,58,58,17611,55bd9650,AGRO-DEALER-52,Huye,0,PO-INTL-67204,Yalla Yalla Ltd,4/26/2025 17:00,28904
HUB-DIT-365,Pesticides,Bottle (1L/500ml),37204,50644,sold,617,31,Sale,58,58,14524,9048bf03,AGRO-DEALER-144,Musanze,0,PO-INTL-82903,ETG Rwanda,4/26/2025 21:00,48365
HUB-DIT-298,Pesticides,Bottle (1L/500ml),12457,16659,sold,660,20,Sale,99,99,14425,574e97ef,AGRO-DEALER-26,Gasabo,0,PO-INTL-92643,Agrotech,4/27/2025 1:00,16194
HUB-ROC-655,Pesticides,Bottle (1L/500ml),43285,54400,sold,1428,32,Sale,21,21,17590,898aa49e,AGRO-DEALER-13,Musanze,0,PO-INTL-70139,Yalla Yalla Ltd,4/27/2025 11:00,56270
HUB-URE-695,Fertilizers,Bag (50kg),44091,53376,sold,775,8,Sale,57,57,10963,c006abe1,AGRO-DEALER-187,Nyagatare,0,PO-INTL-91163,Bakhresa Group,4/27/2025 21:00,57318
HUB-CLI-377,Seeds,Packet (2kg-5kg),18666,24492,sold,517,42,Sale,73,73,11468,78578e92,AGRO-DEALER-12,Huye,0,PO-INTL-55178,Yalla Yalla Ltd,4/28/2025 0:00,24266
HUB-HYB-664,Seeds,Packet (2kg-5kg),12669,16329,sold,1118,33,Sale,93,93,7068,395cd023,AGRO-DEALER-101,Nyagatare,0,PO-INTL-59294,Bakhresa Group,4/28/2025 3:00,16470
HUB-DIT-253,Pesticides,Bottle (1L/500ml),33264,42706,sold,904,23,Sale,79,79,14346,74b6e5fb,AGRO-DEALER-72,Rubavu,0,PO-INTL-68232,Agrotech,4/28/2025 8:00,43243
HUB-CLI-905,Seeds,Packet (2kg-5kg),34550,42378,sold,863,18,Sale,19,19,11449,eae9a75e,AGRO-DEALER-119,Musanze,0,PO-INTL-13240,Yalla Yalla Ltd,4/28/2025 16:00,44915
HUB-HYB-965,Seeds,Packet (2kg-5kg),36676,49619,sold,605,19,Sale,13,13,7055,e4753d4c,AGRO-DEALER-85,Gasabo,0,PO-INTL-13203,Yalla Yalla Ltd,4/28/2025 17:00,47679
HUB-DAP-546,Fertilizers,Bag (50kg),9857,13113,sold,940,17,Sale,60,60,15139,d449e0f5,AGRO-DEALER-127,Huye,0,PO-INTL-49752,Yalla Yalla Ltd,4/28/2025 19:00,12814
HUB-KNA-973,Equipment,Unit (Piece),10455,13926,available,959,35,Purchase,0,0,10806,5ea930ec,AGRO-DEALER-14,Musanze,0,PO-INTL-99044,Yalla Yalla Ltd,4/29/2025 6:00,13592
HUB-URE-393,Fertilizers,Bag (50kg),40736,50796,sold,745,44,Sale,35,35,10928,3e02a5cf,AGRO-DEALER-189,Huye,0,PO-INTL-87909,Bakhresa Group,4/29/2025 13:00,52957
HUB-SOY-219,Seeds,Packet (2kg-5kg),6986,9123,sold,1211,16,Sale,60,60,9505,e03fd183,AGRO-DEALER-149,Rubavu,0,PO-INTL-48968,Yalla Yalla Ltd,4/29/2025 23:00,9082
HUB-ROC-685,Pesticides,Bottle (1L/500ml),36320,48579,sold,609,33,Sale,85,85,17505,5e961b13,AGRO-DEALER-180,Musanze,0,PO-INTL-56825,Yalla Yalla Ltd,4/30/2025 10:00,47216
HUB-DAP-331,Fertilizers,Bag (50kg),6458,7512,available,788,13,Purchase,0,0,16214,c69604e9,AGRO-DEALER-2,Musanze,0,PO-INTL-41406,ETG Rwanda,4/30/2025 17:00,8395
HUB-URE-992,Fertilizers,Bag (50kg),22963,29723,sold,1041,14,Sale,97,97,10831,23e62423,AGRO-DEALER-172,Rubavu,0,PO-INTL-41625,Agrotech,4/30/2025 21:00,29852
HUB-PIC-935,Equipment,Unit (Piece),39742,51313,sold,541,31,Sale,22,22,5858,aae24b67,AGRO-DEALER-147,Musanze,0,PO-INTL-31341,Agrotech,5/1/2025 8:00,51665
HUB-SOY-629,Seeds,Packet (2kg-5kg),16277,20013,available,556,14,Purchase,0,0,11021,3551d39d,AGRO-DEALER-112,Rubavu,0,PO-INTL-87209,Yalla Yalla Ltd,5/1/2025 19:00,21160
HUB-HYB-207,Seeds,Packet (2kg-5kg),18731,25531,sold,1167,8,Sale,85,85,6970,2171b19b,AGRO-DEALER-82,Rubavu,0,PO-INTL-57588,Yalla Yalla Ltd,5/1/2025 22:00,24350
HUB-KNA-643,Equipment,Unit (Piece),20764,28296,sold,1282,15,Sale,32,32,10774,fc0dc362,AGRO-DEALER-141,Rubavu,0,PO-INTL-87129,Bakhresa Group,5/2/2025 3:00,26993
HUB-NPK-515,Fertilizers,Bag (50kg),17649,24025,sold,854,34,Sale,16,16,12095,8767a078,AGRO-DEALER-143,Huye,0,PO-INTL-61028,Yalla Yalla Ltd,5/2/2025 8:00,22944
HUB-DAP-762,Fertilizers,Bag (50kg),42768,59827,sold,1134,19,Sale,49,49,16165,9bce2ee2,AGRO-DEALER-144,Rubavu,0,PO-INTL-80247,Bakhresa Group,5/2/2025 18:00,55598
HUB-ROC-855,Pesticides,Bottle (1L/500ml),6377,8044,available,1193,11,Purchase,0,0,18528,f28a3ab5,AGRO-DEALER-28,Nyagatare,0,PO-INTL-37105,Yalla Yalla Ltd,5/3/2025 4:00,8290
HUB-HYB-935,Seeds,Packet (2kg-5kg),42653,56266,sold,680,44,Sale,51,51,6919,6a5a62bd,AGRO-DEALER-33,Gasabo,0,PO-INTL-95092,Bakhresa Group,5/3/2025 11:00,55449
HUB-DIT-495,Pesticides,Bottle (1L/500ml),36920,49275,sold,503,16,Sale,92,92,14254,1a98fd87,AGRO-DEALER-95,Musanze,0,PO-INTL-39475,ETG Rwanda,5/3/2025 22:00,47996
HUB-DIT-204,Pesticides,Bottle (1L/500ml),30155,39506,available,1473,40,Purchase,0,0,15840,415c2111,AGRO-DEALER-4,Rubavu,0,PO-INTL-66574,ETG Rwanda,5/4/2025 2:00,39202
HUB-SOY-829,Seeds,Packet (2kg-5kg),41972,50685,sold,1284,38,Sale,10,10,11011,bc738b2a,AGRO-DEALER-112,Nyagatare,0,PO-INTL-90730,Bakhresa Group,5/4/2025 12:00,54564
HUB-DIT-231,Pesticides,Bottle (1L/500ml),31962,36889,sold,932,28,Sale,32,32,15808,c8f578a5,AGRO-DEALER-59,Gasabo,0,PO-INTL-10835,Agrotech,5/4/2025 22:00,41551
HUB-DIT-827,Pesticides,Bottle (1L/500ml),32669,42971,sold,1188,40,Sale,40,40,15768,45412ebd,AGRO-DEALER-124,Musanze,0,PO-INTL-45919,ETG Rwanda,5/4/2025 23:00,42470
HUB-ROC-313,Pesticides,Bottle (1L/500ml),23276,29532,sold,868,9,Sale,45,45,18483,e42ce854,AGRO-DEALER-86,Musanze,0,PO-INTL-70408,Yalla Yalla Ltd,5/5/2025 10:00,30259
HUB-ROC-306,Pesticides,Bottle (1L/500ml),6217,8279,available,650,26,Purchase,0,0,20252,1705d765,AGRO-DEALER-156,Rubavu,0,PO-INTL-69342,ETG Rwanda,5/5/2025 17:00,8082
HUB-HYB-464,Seeds,Packet (2kg-5kg),17196,20604,sold,799,25,Sale,93,93,6826,61a16e1a,AGRO-DEALER-7,Gasabo,0,PO-INTL-82107,ETG Rwanda,5/5/2025 20:00,22355
HUB-PIC-330,Equipment,Unit (Piece),37822,43563,sold,952,19,Sale,50,50,5808,96f6984d,AGRO-DEALER-122,Musanze,0,PO-INTL-89369,Yalla Yalla Ltd,5/5/2025 22:00,49169
HUB-CYP-824,Pesticides,Bottle (1L/500ml),8868,11795,sold,548,36,Sale,94,94,10973,a4530f83,AGRO-DEALER-9,Gasabo,0,PO-INTL-55124,Yalla Yalla Ltd,5/6/2025 3:00,11528
HUB-URE-752,Fertilizers,Bag (50kg),29236,36752,sold,1345,39,Sale,59,59,10772,2b29b0c0,AGRO-DEALER-97,Rubavu,0,PO-INTL-13626,ETG Rwanda,5/6/2025 7:00,38007
HUB-KNA-226,Equipment,Unit (Piece),25386,34962,sold,579,34,Sale,30,30,10744,27a2e100,AGRO-DEALER-56,Huye,0,PO-INTL-31395,Yalla Yalla Ltd,5/6/2025 17:00,33002
HUB-HYB-292,Seeds,Packet (2kg-5kg),10713,13873,sold,736,39,Sale,28,28,6798,0bd6e8f3,AGRO-DEALER-131,Musanze,0,PO-INTL-96292,Agrotech,5/6/2025 22:00,13927
HUB-DAP-283,Fertilizers,Bag (50kg),22583,28852,sold,1450,40,Sale,61,61,16104,fda39edd,AGRO-DEALER-112,Nyagatare,0,PO-INTL-67716,ETG Rwanda,5/7/2025 7:00,29358
HUB-DAP-428,Fertilizers,Bag (50kg),5247,7097,available,516,26,Purchase,0,0,17745,74436c50,AGRO-DEALER-27,Musanze,0,PO-INTL-72013,Bakhresa Group,5/7/2025 16:00,6821
HUB-ROC-523,Pesticides,Bottle (1L/500ml),44817,54761,sold,928,42,Sale,90,90,20162,d0d47e2b,AGRO-DEALER-132,Gasabo,0,PO-INTL-75220,Yalla Yalla Ltd,5/7/2025 21:00,58262
HUB-KNA-156,Equipment,Unit (Piece),7362,8966,sold,1222,24,Sale,78,78,10666,e8918507,AGRO-DEALER-12,Musanze,0,PO-INTL-18720,Yalla Yalla Ltd,5/8/2025 5:00,9571
HUB-PIC-799,Equipment,Unit (Piece),5546,7620,sold,918,21,Sale,18,18,5790,a7bd0d5e,AGRO-DEALER-27,Nyagatare,0,PO-INTL-60251,Bakhresa Group,5/8/2025 8:00,7210
HUB-NPK-245,Fertilizers,Bag (50kg),35024,42344,sold,1379,28,Sale,71,71,12024,c1dc62e1,AGRO-DEALER-174,Nyagatare,0,PO-INTL-81387,Yalla Yalla Ltd,5/8/2025 9:00,45531
HUB-CYP-501,Pesticides,Bottle (1L/500ml),27768,37959,sold,1007,13,Sale,43,43,10930,afa02bd2,AGRO-DEALER-38,Nyagatare,0,PO-INTL-49422,ETG Rwanda,5/8/2025 10:00,36098
HUB-ROC-266,Pesticides,Bottle (1L/500ml),43669,60680,sold,967,10,Sale,39,39,20123,0520e4cd,AGRO-DEALER-192,Gasabo,0,PO-INTL-29867,Bakhresa Group,5/8/2025 18:00,56770
HUB-SOY-562,Seeds,Packet (2kg-5kg),15671,18490,sold,587,10,Sale,64,64,10947,d1d65d0d,AGRO-DEALER-1,Gasabo,0,PO-INTL-15470,Bakhresa Group,5/9/2025 0:00,20372
HUB-HYB-562,Seeds,Packet (2kg-5kg),5272,7070,sold,1489,16,Sale,75,75,6723,3b97f86e,AGRO-DEALER-108,Musanze,0,PO-INTL-77600,Bakhresa Group,5/9/2025 2:00,6854
HUB-DIT-597,Pesticides,Bottle (1L/500ml),33639,43792,sold,985,12,Sale,43,43,15725,15724495,AGRO-DEALER-45,Musanze,0,PO-INTL-46018,Yalla Yalla Ltd,5/9/2025 11:00,43731
HUB-SOY-173,Seeds,Packet (2kg-5kg),38753,49026,sold,1062,28,Sale,95,95,10852,041d1271,AGRO-DEALER-67,Rubavu,0,PO-INTL-68031,ETG Rwanda,5/9/2025 17:00,50379
HUB-ROC-822,Pesticides,Bottle (1L/500ml),40108,47022,sold,824,12,Sale,61,61,20062,557e917b,AGRO-DEALER-137,Nyagatare,0,PO-INTL-55772,Agrotech,5/10/2025 1:00,52140
HUB-URE-578,Fertilizers,Bag (50kg),39863,50012,sold,555,41,Sale,49,49,10723,4ed70706,AGRO-DEALER-108,Gasabo,0,PO-INTL-87095,ETG Rwanda,5/10/2025 5:00,51822
HUB-KNA-860,Equipment,Unit (Piece),30779,36803,sold,1088,8,Sale,90,90,10576,f1adf1d7,AGRO-DEALER-180,Musanze,0,PO-INTL-23107,Bakhresa Group,5/10/2025 16:00,40013
HUB-CYP-827,Pesticides,Bottle (1L/500ml),22767,26962,available,1080,18,Purchase,0,0,11871,79988a54,AGRO-DEALER-84,Rubavu,0,PO-INTL-20024,ETG Rwanda,5/11/2025 2:00,29597
HUB-NPK-358,Fertilizers,Bag (50kg),23319,29130,sold,1387,41,Sale,54,54,11970,00c4da40,AGRO-DEALER-5,Musanze,0,PO-INTL-85645,Agrotech,5/11/2025 10:00,30315
HUB-URE-169,Fertilizers,Bag (50kg),33578,42347,sold,1308,8,Sale,80,80,10643,11be3cf3,AGRO-DEALER-191,Huye,0,PO-INTL-78321,Yalla Yalla Ltd,5/11/2025 20:00,43651
HUB-PIC-849,Equipment,Unit (Piece),16918,21380,sold,569,33,Sale,32,32,5758,2dbc628e,AGRO-DEALER-166,Musanze,0,PO-INTL-24549,Bakhresa Group,5/12/2025 3:00,21993
HUB-DAP-885,Fertilizers,Bag (50kg),38373,49668,sold,665,11,Sale,31,31,17714,122ecf33,AGRO-DEALER-118,Rubavu,0,PO-INTL-24116,Yalla Yalla Ltd,5/12/2025 4:00,49885
HUB-CYP-921,Pesticides,Bottle (1L/500ml),15605,19631,available,857,22,Adjustment,0,0,11870,27be8d17,AGRO-DEALER-163,Musanze,0,PO-INTL-28316,ETG Rwanda,5/12/2025 14:00,20286
HUB-PIC-961,Equipment,Unit (Piece),30982,42352,available,813,33,Purchase,0,0,7470,16fe59df,AGRO-DEALER-155,Musanze,0,PO-INTL-20367,Agrotech,5/12/2025 19:00,40277
HUB-SOY-659,Seeds,Packet (2kg-5kg),10341,12892,available,850,32,Purchase,0,0,11575,599259dd,AGRO-DEALER-147,Gasabo,0,PO-INTL-34127,ETG Rwanda,5/13/2025 0:00,13443
HUB-HYB-471,Seeds,Packet (2kg-5kg),18638,26082,sold,1022,35,Sale,73,73,6650,f81a8bd0,AGRO-DEALER-97,Musanze,0,PO-INTL-48090,Agrotech,5/13/2025 10:00,24229
HUB-NPK-222,Fertilizers,Bag (50kg),43978,61301,sold,1204,24,Sale,84,84,11886,6c6fb898,AGRO-DEALER-191,Nyagatare,0,PO-INTL-37938,Agrotech,5/13/2025 17:00,57171
HUB-PIC-309,Equipment,Unit (Piece),41473,52247,sold,625,8,Sale,60,60,7410,fa18f23f,AGRO-DEALER-192,Musanze,0,PO-INTL-84308,ETG Rwanda,5/13/2025 18:00,53915
HUB-CLI-788,Seeds,Packet (2kg-5kg),42142,55217,sold,886,12,Sale,94,94,11355,dbb3df28,AGRO-DEALER-133,Musanze,0,PO-INTL-81356,ETG Rwanda,5/14/2025 0:00,54785
HUB-URE-356,Fertilizers,Bag (50kg),17277,20115,sold,1155,22,Sale,24,24,10619,964c82ac,AGRO-DEALER-165,Nyagatare,0,PO-INTL-35523,Agrotech,5/14/2025 6:00,22460
HUB-ROC-273,Pesticides,Bottle (1L/500ml),44323,56445,available,716,44,Purchase,0,0,21675,9bfe105f,AGRO-DEALER-139,Gasabo,0,PO-INTL-22916,Agrotech,5/14/2025 14:00,57620
HUB-KNA-157,Equipment,Unit (Piece),15170,19839,sold,801,14,Sale,29,29,10547,f403defe,AGRO-DEALER-31,Musanze,0,PO-INTL-89096,ETG Rwanda,5/14/2025 19:00,19721
HUB-PIC-506,Equipment,Unit (Piece),35125,46782,available,924,13,Purchase,0,0,9275,c9d932c0,AGRO-DEALER-93,Huye,0,PO-INTL-80309,Agrotech,5/15/2025 5:00,45662
HUB-HYB-916,Seeds,Packet (2kg-5kg),26655,32546,available,1438,35,Adjustment,0,0,6648,f126c9f2,AGRO-DEALER-72,Rubavu,0,PO-INTL-82233,Agrotech,5/15/2025 6:00,34652
HUB-HYB-698,Seeds,Packet (2kg-5kg),32755,40172,sold,1341,7,Sale,36,36,6612,85093dcf,AGRO-DEALER-170,Huye,0,PO-INTL-47528,Yalla Yalla Ltd,5/15/2025 17:00,42582
HUB-DAP-101,Fertilizers,Bag (50kg),28150,36724,sold,703,29,Sale,91,91,17623,bf41cdac,AGRO-DEALER-150,Rubavu,0,PO-INTL-37027,Agrotech,5/15/2025 23:00,36595
HUB-KNA-315,Equipment,Unit (Piece),30618,37615,available,1481,17,Adjustment,0,0,10545,ce8bc5e6,AGRO-DEALER-192,Huye,0,PO-INTL-69180,Yalla Yalla Ltd,5/16/2025 3:00,39803
HUB-NPK-670,Fertilizers,Bag (50kg),10770,14429,sold,1476,22,Sale,89,89,11797,28793ae6,AGRO-DEALER-182,Gasabo,0,PO-INTL-46833,Agrotech,5/16/2025 11:00,14001
HUB-DAP-581,Fertilizers,Bag (50kg),17379,21932,sold,602,17,Sale,19,19,17604,4dd49efc,AGRO-DEALER-41,Musanze,0,PO-INTL-91110,Agrotech,5/16/2025 21:00,22593
HUB-CYP-101,Pesticides,Bottle (1L/500ml),15358,21036,sold,1394,21,Sale,57,57,11813,99eb0b62,AGRO-DEALER-199,Huye,0,PO-INTL-71715,Yalla Yalla Ltd,5/17/2025 0:00,19965
HUB-NPK-691,Fertilizers,Bag (50kg),23762,27748,available,1325,31,Purchase,0,0,12735,957592ca,AGRO-DEALER-83,Gasabo,0,PO-INTL-70740,Bakhresa Group,5/17/2025 1:00,30891
HUB-DIT-391,Pesticides,Bottle (1L/500ml),30737,36863,sold,1191,10,Sale,45,45,15680,93016252,AGRO-DEALER-181,Musanze,0,PO-INTL-60639,ETG Rwanda,5/17/2025 9:00,39958
HUB-CLI-921,Seeds,Packet (2kg-5kg),32085,42374,sold,1101,35,Sale,48,48,11307,71beba7e,AGRO-DEALER-85,Gasabo,0,PO-INTL-66655,Bakhresa Group,5/17/2025 11:00,41710
HUB-CYP-158,Pesticides,Bottle (1L/500ml),21991,27168,sold,1364,20,Sale,57,57,11756,fb6e89fb,AGRO-DEALER-99,Musanze,0,PO-INTL-21110,Yalla Yalla Ltd,5/17/2025 20:00,28588
HUB-CYP-640,Pesticides,Bottle (1L/500ml),16001,19296,available,890,18,Purchase,0,0,13667,ed8d7d3c,AGRO-DEALER-14,Huye,0,PO-INTL-40562,ETG Rwanda,5/18/2025 0:00,20801
HUB-URE-199,Fertilizers,Bag (50kg),22971,31818,available,1157,39,Adjustment,0,0,10618,4372c9c6,AGRO-DEALER-9,Gasabo,0,PO-INTL-52012,ETG Rwanda,5/18/2025 10:00,29862
HUB-CLI-853,Seeds,Packet (2kg-5kg),15286,20328,sold,940,24,Sale,13,13,11294,3a877f79,AGRO-DEALER-177,Huye,0,PO-INTL-70646,Bakhresa Group,5/18/2025 19:00,19872
HUB-DIT-354,Pesticides,Bottle (1L/500ml),21208,27549,sold,1031,24,Sale,54,54,15626,af6de472,AGRO-DEALER-58,Gasabo,0,PO-INTL-74824,Yalla Yalla Ltd,5/18/2025 22:00,27570
HUB-DAP-656,Fertilizers,Bag (50kg),43618,60147,sold,1148,11,Sale,14,14,17590,b822f423,AGRO-DEALER-32,Gasabo,0,PO-INTL-75149,Agrotech,5/18/2025 23:00,56703
HUB-CLI-529,Seeds,Packet (2kg-5kg),13150,15979,sold,1079,9,Sale,11,11,11283,dfb3ade1,AGRO-DEALER-25,Nyagatare,0,PO-INTL-27548,Agrotech,5/19/2025 2:00,17095
HUB-PIC-146,Equipment,Unit (Piece),7174,8283,sold,629,37,Sale,53,53,9222,a56a9447,AGRO-DEALER-96,Musanze,0,PO-INTL-83548,Yalla Yalla Ltd,5/19/2025 9:00,9326
HUB-URE-385,Fertilizers,Bag (50kg),33343,44445,sold,570,40,Sale,98,98,10520,cd0d1c4f,AGRO-DEALER-198,Nyagatare,0,PO-INTL-47260,Agrotech,5/19/2025 19:00,43346
HUB-HYB-583,Seeds,Packet (2kg-5kg),22283,30062,sold,949,18,Sale,51,51,6561,9d252c95,AGRO-DEALER-11,Musanze,0,PO-INTL-12147,Bakhresa Group,5/20/2025 3:00,28968
HUB-KNA-709,Equipment,Unit (Piece),16086,20307,sold,1324,14,Sale,39,39,10506,6e6348a2,AGRO-DEALER-111,Gasabo,0,PO-INTL-91171,Bakhresa Group,5/20/2025 9:00,20912
HUB-DAP-125,Fertilizers,Bag (50kg),18735,21635,sold,526,38,Sale,36,36,17554,a070c4ff,AGRO-DEALER-190,Nyagatare,0,PO-INTL-52879,Yalla Yalla Ltd,5/20/2025 14:00,24356
HUB-HYB-637,Seeds,Packet (2kg-5kg),34857,41354,available,1363,13,Purchase,0,0,7851,a4a54a98,AGRO-DEALER-12,Rubavu,0,PO-INTL-49643,ETG Rwanda,5/20/2025 21:00,45314
HUB-NPK-846,Fertilizers,Bag (50kg),28905,38580,sold,517,39,Sale,32,32,12703,0cf24433,AGRO-DEALER-117,Musanze,0,PO-INTL-45983,ETG Rwanda,5/21/2025 7:00,37576
HUB-ROC-205,Pesticides,Bottle (1L/500ml),22660,26799,sold,715,44,Sale,15,15,21660,a18e8fe7,AGRO-DEALER-146,Nyagatare,0,PO-INTL-15544,Bakhresa Group,5/21/2025 17:00,29458
HUB-KNA-637,Equipment,Unit (Piece),23557,28538,available,1434,12,Purchase,0,0,12275,e0388ae0,AGRO-DEALER-140,Nyagatare,0,PO-INTL-13981,Yalla Yalla Ltd,5/21/2025 18:00,30624
HUB-CYP-178,Pesticides,Bottle (1L/500ml),10977,15176,sold,551,15,Sale,19,19,13648,15c11a8e,AGRO-DEALER-130,Gasabo,0,PO-INTL-55836,Yalla Yalla Ltd,5/22/2025 1:00,14270
HUB-DIT-858,Pesticides,Bottle (1L/500ml),10009,12466,sold,931,12,Sale,68,68,15558,608f1328,AGRO-DEALER-192,Gasabo,0,PO-INTL-77906,Yalla Yalla Ltd,5/22/2025 3:00,13012
HUB-ROC-228,Pesticides,Bottle (1L/500ml),43489,60499,sold,590,11,Sale,77,77,21583,528e7c10,AGRO-DEALER-92,Rubavu,0,PO-INTL-66017,Bakhresa Group,5/22/2025 7:00,56536
HUB-NPK-238,Fertilizers,Bag (50kg),5987,7494,sold,1002,42,Sale,31,31,12672,544c086c,AGRO-DEALER-58,Rubavu,0,PO-INTL-72370,Bakhresa Group,5/22/2025 9:00,7783
HUB-SOY-763,Seeds,Packet (2kg-5kg),42003,52148,sold,714,8,Sale,41,41,11534,b4c49e2a,AGRO-DEALER-66,Nyagatare,0,PO-INTL-50167,Yalla Yalla Ltd,5/22/2025 19:00,54604
HUB-DAP-492,Fertilizers,Bag (50kg),36603,47733,sold,1305,32,Sale,76,76,17478,e2270ce0,AGRO-DEALER-87,Rubavu,0,PO-INTL-39504,ETG Rwanda,5/23/2025 5:00,47584
HUB-DIT-738,Pesticides,Bottle (1L/500ml),21259,28550,sold,878,23,Sale,54,54,15504,5298d1f3,AGRO-DEALER-168,Musanze,0,PO-INTL-11779,Agrotech,5/23/2025 16:00,27637
HUB-PIC-168,Equipment,Unit (Piece),13036,17615,available,1110,17,Purchase,0,0,10830,621199dc,AGRO-DEALER-91,Gasabo,0,PO-INTL-70119,Agrotech,5/23/2025 18:00,16947
HUB-DAP-838,Fertilizers,Bag (50kg),44314,56904,sold,501,33,Sale,11,11,17467,8dac4df3,AGRO-DEALER-103,Rubavu,0,PO-INTL-35988,Bakhresa Group,5/23/2025 23:00,57608
HUB-NPK-125,Fertilizers,Bag (50kg),24959,29153,sold,953,38,Sale,11,11,12661,9afea1bd,AGRO-DEALER-169,Gasabo,0,PO-INTL-97362,ETG Rwanda,5/24/2025 3:00,32447
HUB-DAP-705,Fertilizers,Bag (50kg),39896,51996,sold,760,18,Sale,44,44,17423,238a6af2,AGRO-DEALER-22,Rubavu,0,PO-INTL-14792,Agrotech,5/24/2025 8:00,51865
HUB-SOY-315,Seeds,Packet (2kg-5kg),42377,50922,sold,1445,14,Sale,42,42,11492,39e4a4c6,AGRO-DEALER-16,Musanze,0,PO-INTL-75867,ETG Rwanda,5/24/2025 13:00,55090
HUB-URE-597,Fertilizers,Bag (50kg),43524,60036,sold,970,15,Sale,56,56,10464,cb0b8457,AGRO-DEALER-128,Musanze,0,PO-INTL-70091,Agrotech,5/24/2025 20:00,56581
HUB-KNA-404,Equipment,Unit (Piece),8866,10804,sold,645,30,Sale,83,83,12192,260789bb,AGRO-DEALER-7,Huye,0,PO-INTL-45929,ETG Rwanda,5/25/2025 0:00,11526
HUB-PIC-532,Equipment,Unit (Piece),11434,15151,sold,1300,21,Sale,23,23,10807,f9ec9638,AGRO-DEALER-153,Rubavu,0,PO-INTL-34976,Agrotech,5/25/2025 3:00,14864
HUB-DAP-565,Fertilizers,Bag (50kg),19349,24812,sold,1162,19,Sale,62,62,17361,6aee4d8e,AGRO-DEALER-190,Gasabo,0,PO-INTL-17910,Bakhresa Group,5/25/2025 4:00,25154
HUB-HYB-645,Seeds,Packet (2kg-5kg),42382,56432,available,1095,43,Purchase,0,0,9345,387d0d8c,AGRO-DEALER-153,Huye,0,PO-INTL-72665,Bakhresa Group,5/25/2025 5:00,55097
HUB-DAP-371,Fertilizers,Bag (50kg),36137,43098,sold,1238,13,Sale,89,89,17272,e5ac9074,AGRO-DEALER-16,Huye,0,PO-INTL-12850,ETG Rwanda,5/25/2025 16:00,46978
HUB-URE-503,Fertilizers,Bag (50kg),20094,24405,sold,1164,33,Sale,97,97,10367,914c29e7,AGRO-DEALER-66,Gasabo,0,PO-INTL-38251,ETG Rwanda,5/26/2025 3:00,26122
HUB-URE-562,Fertilizers,Bag (50kg),24571,30014,sold,736,40,Sale,79,79,10288,4acf9e40,AGRO-DEALER-26,Gasabo,0,PO-INTL-75421,Yalla Yalla Ltd,5/26/2025 6:00,31942
